"","davis_family","genus","lat","lon","Geological.period"
"906","Elaeagnaceae","Elaeagnus",35.742211,140.562193,"Holocene"
"907","Oleaceae","Fraxinus",35.742211,140.562193,"Holocene"
"908","Aquifoliaceae","Ilex",35.742211,140.562193,"Holocene"
"909","Euphorbiaceae","Mallotus",35.742211,140.562193,"Holocene"
"910","Myricaceae","Myrica",35.742211,140.562193,"Holocene"
"911","Rhamnaceae","Rhamnus",35.742211,140.562193,"Holocene"
"912","Anacardiaceae","Rhus",35.742211,140.562193,"Holocene"
"913","Symplocaceae","Symplocos",35.742211,140.562193,"Holocene"
"914","Malvaceae","Tilia",35.742211,140.562193,"Holocene"
"915","Compositae","Artemisia",35.742211,140.562193,"Holocene"
"916","Salicaceae","Salix",35.770871,139.90332,"Holocene"
"917","Juglandaceae","Carya",35.770871,139.90332,"Holocene"
"918","Betulaceae","Carpinus",35.770871,139.90332,"Holocene"
"919","Betulaceae","Corylus",35.770871,139.90332,"Holocene"
"920","Betulaceae","Betula",35.770871,139.90332,"Holocene"
"921","Betulaceae","Alnus",35.770871,139.90332,"Holocene"
"922","Fagaceae","Fagus",35.770871,139.90332,"Holocene"
"923","Fagaceae","Quercus",35.770871,139.90332,"Holocene"
"924","Fagaceae","Castanea",35.770871,139.90332,"Holocene"
"925","Altingiaceae","Liquidambar",35.770871,139.90332,"Holocene"
"926","Rutaceae","Orixa",35.770871,139.90332,"Holocene"
"927","Buxaceae","Buxus",35.770871,139.90332,"Holocene"
"928","Aquifoliaceae","Ilex",35.770871,139.90332,"Holocene"
"929","Sapindaceae","Acer",35.770871,139.90332,"Holocene"
"930","Vitaceae","Parthenocissus",35.770871,139.90332,"Holocene"
"931","Malvaceae","Tilia",35.770871,139.90332,"Holocene"
"932","Elaeagnaceae","Elaeagnus",35.770871,139.90332,"Holocene"
"933","Lythraceae","Lagerstroemia",35.770871,139.90332,"Holocene"
"934","Cornaceae","Cornus",35.770871,139.90332,"Holocene"
"935","Symplocaceae","Symplocos",35.770871,139.90332,"Holocene"
"936","Caprifoliaceae","Weigela",35.770871,139.90332,"Holocene"
"937","Amaranthaceae","Kochia",35.770871,139.90332,"Holocene"
"938","Compositae","Artemisia",35.770871,139.90332,"Holocene"
"939","Compositae","Ambrosia",35.770871,139.90332,"Holocene"
"940","Sapindaceae","Aesculus",35.88,139.68,"Holocene"
"941","Rhamnaceae","Rhamnus",36.02,138.2,"Last glacial period"
"942","Rosaceae","Rubus",36.02,138.2,"Last glacial period"
"943","Cercidiphyllaceae","Cercidiphyllum",36.02,138.2,"Last glacial period"
"944","Aquifoliaceae","Ilex",36.02,138.2,"Last glacial period"
"945","Malvaceae","Tilia",36.02,138.2,"Last glacial period"
"946","Elaeagnaceae","Elaeagnus",36.02,138.2,"Last glacial period"
"947","Styracaceae","Styrax",36.02,138.2,"Last glacial period"
"948","Cornaceae","Cornus",36.02,138.2,"Last glacial period"
"949","Caprifoliaceae","Lonicera",36.02,138.2,"Last glacial period"
"950","Oleaceae","Ligustrum",36.02,138.2,"Last glacial period"
"951","Oleaceae","Syringa",36.02,138.2,"Last glacial period"
"952","Betulaceae","Alnus",36.02,138.2,"Last glacial period"
"953","Betulaceae","Betula",36.02,138.2,"Last glacial period"
"954","Betulaceae","Carpinus",36.02,138.2,"Last glacial period"
"955","Betulaceae","Corylus",36.02,138.2,"Last glacial period"
"956","Fagaceae","Fagus",36.02,138.2,"Last glacial period"
"957","Fagaceae","Quercus",36.02,138.2,"Last glacial period"
"958","Fagaceae","Castanea",36.02,138.2,"Last glacial period"
"959","Juglandaceae","Juglans",36.02,138.2,"Last glacial period"
"960","Juglandaceae","Pterocarya",36.02,138.2,"Last glacial period"
"961","Salicaceae","Salix",36.02,138.2,"Last glacial period"
"962","Sapindaceae","Acer",36.02,138.2,"Last glacial period"
"963","Oleaceae","Fraxinus",36.02,138.2,"Last glacial period"
"964","Adoxaceae","Viburnum",36.02,138.2,"Last glacial period"
"965","Compositae","Artemisia",36.02,138.2,"Last glacial period"
"966","Polygonaceae","Polygonum",36.02,138.2,"Last glacial period"
"967","Fagaceae","Quercus",36.420868,139.035287,"Holocene"
"968","Salicaceae","Salix",36.420868,139.035287,"Holocene"
"969","Juglandaceae","Pterocarya",36.420868,139.035287,"Holocene"
"970","Juglandaceae","Juglans",36.420868,139.035287,"Holocene"
"971","Betulaceae","Corylus",36.420868,139.035287,"Holocene"
"972","Betulaceae","Betula",36.420868,139.035287,"Holocene"
"973","Betulaceae","Alnus",36.420868,139.035287,"Holocene"
"974","Rutaceae","Phellodendron",36.420868,139.035287,"Holocene"
"975","Sapindaceae","Aesculus",36.420868,139.035287,"Holocene"
"976","Fagaceae","Fagus",36.420868,139.035287,"Holocene"
"977","Sapindaceae","Acer",36.420868,139.035287,"Holocene"
"978","Malvaceae","Tilia",36.420868,139.035287,"Holocene"
"979","Oleaceae","Fraxinus",36.420868,139.035287,"Holocene"
"980","Oleaceae","Ligustrum",36.420868,139.035287,"Holocene"
"981","Adoxaceae","Viburnum",36.420868,139.035287,"Holocene"
"982","Cornaceae","Cornus",36.420868,139.035287,"Holocene"
"983","Polygonaceae","Polygonum",36.420868,139.035287,"Holocene"
"984","Compositae","Artemisia",36.420868,139.035287,"Holocene"
"985","Betulaceae","Betula",36.420868,139.035287,"Last glacial period"
"986","Betulaceae","Alnus",36.420868,139.035287,"Last glacial period"
"987","Vitaceae","Vitis",36.420868,139.035287,"Last glacial period"
"988","Fagaceae","Quercus",36.420868,139.035287,"Last glacial period"
"989","Vitaceae","Vitis",36.420868,139.035287,"Last glacial period"
"990","Symplocaceae","Symplocos",36.420868,139.035287,"Last glacial period"
"991","Salicaceae","Salix",36.420868,139.035287,"Last glacial period"
"992","Betulaceae","Corylus",36.420868,139.035287,"Last glacial period"
"993","Betulaceae","Betula",36.420868,139.035287,"Last glacial period"
"994","Betulaceae","Alnus",36.420868,139.035287,"Last glacial period"
"995","Fagaceae","Fagus",36.420868,139.035287,"Last glacial period"
"996","Sapindaceae","Acer",36.420868,139.035287,"Last glacial period"
"997","Malvaceae","Tilia",36.420868,139.035287,"Last glacial period"
"998","Oleaceae","Fraxinus",36.420868,139.035287,"Last glacial period"
"999","Adoxaceae","Viburnum",36.420868,139.035287,"Last glacial period"
"1000","Polygonaceae","Polygonum",36.420868,139.035287,"Last glacial period"
"1001","Compositae","Artemisia",36.420868,139.035287,"Last glacial period"
"1002","Salicaceae","Salix",36.545872,138.034029,"Holocene"
"1003","Myricaceae","Myrica",36.545872,138.034029,"Holocene"
"1004","Juglandaceae","Pterocarya",36.545872,138.034029,"Holocene"
"1005","Juglandaceae","Juglans",36.545872,138.034029,"Holocene"
"1006","Betulaceae","Carpinus",36.545872,138.034029,"Holocene"
"1007","Betulaceae","Corylus",36.545872,138.034029,"Holocene"
"1008","Betulaceae","Betula",36.545872,138.034029,"Holocene"
"1009","Betulaceae","Alnus",36.545872,138.034029,"Holocene"
"1010","Fagaceae","Fagus",36.545872,138.034029,"Holocene"
"1011","Fagaceae","Quercus",36.545872,138.034029,"Holocene"
"1012","Ulmaceae","Ulmus",36.545872,138.034029,"Holocene"
"1013","Cannabaceae","Celtis",36.545872,138.034029,"Holocene"
"1014","Cercidiphyllaceae","Cercidiphyllum",36.545872,138.034029,"Holocene"
"1015","Buxaceae","Buxus",36.545872,138.034029,"Holocene"
"1016","Sapindaceae","Acer",36.545872,138.034029,"Holocene"
"1017","Oleaceae","Syringa",36.545872,138.034029,"Holocene"
"1018","Oleaceae","Fraxinus",36.545872,138.034029,"Holocene"
"1019","Adoxaceae","Viburnum",36.545872,138.034029,"Holocene"
"1020","Compositae","Artemisia",36.545872,138.034029,"Holocene"
"1021","Leguminosae","Wisteria",36.545872,138.034029,"Holocene"
"1022","Salicaceae","Salix",36.545872,138.034029,"Last glacial period"
"1023","Myricaceae","Myrica",36.545872,138.034029,"Last glacial period"
"1024","Juglandaceae","Juglans",36.545872,138.034029,"Last glacial period"
"1025","Betulaceae","Carpinus",36.545872,138.034029,"Last glacial period"
"1026","Betulaceae","Corylus",36.545872,138.034029,"Last glacial period"
"1027","Betulaceae","Betula",36.545872,138.034029,"Last glacial period"
"1028","Betulaceae","Alnus",36.545872,138.034029,"Last glacial period"
"1029","Fagaceae","Fagus",36.545872,138.034029,"Last glacial period"
"1030","Fagaceae","Quercus",36.545872,138.034029,"Last glacial period"
"1031","Ulmaceae","Ulmus",36.545872,138.034029,"Last glacial period"
"1032","Buxaceae","Buxus",36.545872,138.034029,"Last glacial period"
"1033","Sapindaceae","Acer",36.545872,138.034029,"Last glacial period"
"1034","Oleaceae","Fraxinus",36.545872,138.034029,"Last glacial period"
"1035","Adoxaceae","Viburnum",36.545872,138.034029,"Last glacial period"
"1036","Compositae","Artemisia",36.545872,138.034029,"Last glacial period"
"1037","Sapindaceae","Acer",36.69375,140.40699,"Pleistocene"
"1038","Betulaceae","Corylus",36.77,139.45,"Holocene"
"1039","Malvaceae","Tilia",36.87,138.15,"Pleistocene"
"1040","Myricaceae","Myrica",36.92,139.22,"Holocene"
"1041","Aquifoliaceae","Ilex",37.22,139.62,"Holocene"
"1042","Anacardiaceae","Rhus",37.22,139.62,"Holocene"
"1043","Fagaceae","Fagus",37.542927,140.053014,"Holocene"
"1044","Fagaceae","Quercus",37.542927,140.053014,"Holocene"
"1045","Betulaceae","Betula",37.542927,140.053014,"Holocene"
"1046","Fagaceae","Fagus",37.542927,140.053014,"Last glacial period"
"1047","Fagaceae","Quercus",37.542927,140.053014,"Last glacial period"
"1048","Betulaceae","Betula",37.542927,140.053014,"Last glacial period"
"1049","Oleaceae","Fraxinus",37.55,140.03,"Holocene"
"1050","Fagaceae","Fagus",37.699,140.322393,"Holocene"
"1051","Fagaceae","Quercus",37.699,140.322393,"Holocene"
"1052","Betulaceae","Betula",37.699,140.322393,"Holocene"
"1053","Betulaceae","Carpinus",37.699,140.322393,"Holocene"
"1054","Sapindaceae","Acer",37.699,140.322393,"Holocene"
"1055","Ulmaceae","Ulmus",37.699,140.322393,"Holocene"
"1056","Sapindaceae","Aesculus",37.699,140.322393,"Holocene"
"1057","Malvaceae","Tilia",37.699,140.322393,"Holocene"
"1058","Oleaceae","Fraxinus",37.699,140.322393,"Holocene"
"1059","Aquifoliaceae","Ilex",37.699,140.322393,"Holocene"
"1060","Juglandaceae","Pterocarya",37.699,140.322393,"Holocene"
"1061","Sapindaceae","Acer",37.729695,140.207665,"Holocene"
"1062","Sapindaceae","Aesculus",37.729695,140.207665,"Holocene"
"1063","Betulaceae","Alnus",37.729695,140.207665,"Holocene"
"1064","Compositae","Artemisia",37.729695,140.207665,"Holocene"
"1065","Betulaceae","Betula",37.729695,140.207665,"Holocene"
"1066","Polygonaceae","Polygonum",37.729695,140.207665,"Holocene"
"1067","Betulaceae","Carpinus",37.729695,140.207665,"Holocene"
"1068","Fagaceae","Castanea",37.729695,140.207665,"Holocene"
"1069","Ranunculaceae","Clematis",37.729695,140.207665,"Holocene"
"1070","Cornaceae","Cornus",37.729695,140.207665,"Holocene"
"1071","Betulaceae","Corylus",37.729695,140.207665,"Holocene"
"1072","Fagaceae","Fagus",37.729695,140.207665,"Holocene"
"1073","Oleaceae","Fraxinus",37.729695,140.207665,"Holocene"
"1074","Aquifoliaceae","Ilex",37.729695,140.207665,"Holocene"
"1075","Juglandaceae","Juglans",37.729695,140.207665,"Holocene"
"1076","Rosaceae","Prunus",37.729695,140.207665,"Holocene"
"1077","Juglandaceae","Pterocarya",37.729695,140.207665,"Holocene"
"1078","Fagaceae","Quercus",37.729695,140.207665,"Holocene"
"1079","Salicaceae","Salix",37.729695,140.207665,"Holocene"
"1080","Rosaceae","Sorbus",37.729695,140.207665,"Holocene"
"1081","Symplocaceae","Symplocos",37.729695,140.207665,"Holocene"
"1082","Malvaceae","Tilia",37.729695,140.207665,"Holocene"
"1083","Ulmaceae","Ulmus",37.729695,140.207665,"Holocene"
"1084","Adoxaceae","Viburnum",37.729695,140.207665,"Holocene"
"1085","Fagaceae","Fagus",38.236259,140.768058,"Holocene"
"1086","Fagaceae","Quercus",38.236259,140.768058,"Holocene"
"1087","Betulaceae","Betula",38.236259,140.768058,"Holocene"
"1088","Betulaceae","Carpinus",38.236259,140.768058,"Holocene"
"1089","Ulmaceae","Ulmus",38.236259,140.768058,"Holocene"
"1090","Oleaceae","Fraxinus",38.236259,140.768058,"Holocene"
"1091","Juglandaceae","Pterocarya",38.236259,140.768058,"Holocene"
"1092","Anacardiaceae","Rhus",38.236259,140.768058,"Holocene"
"1093","Sapindaceae","Acer",38.47083334,140.09375,"Pleistocene"
"1094","Sapindaceae","Aesculus",38.47083334,140.09375,"Pleistocene"
"1095","Betulaceae","Alnus",38.47083334,140.09375,"Pleistocene"
"1096","Betulaceae","Betula",38.47083334,140.09375,"Pleistocene"
"1097","Betulaceae","Carpinus",38.47083334,140.09375,"Pleistocene"
"1098","Juglandaceae","Carya",38.47083334,140.09375,"Pleistocene"
"1099","Fagaceae","Castanea",38.47083334,140.09375,"Pleistocene"
"1100","Cornaceae","Cornus",38.47083334,140.09375,"Pleistocene"
"1101","Betulaceae","Corylus",38.47083334,140.09375,"Pleistocene"
"1102","Elaeagnaceae","Elaeagnus",38.47083334,140.09375,"Pleistocene"
"1103","Celastraceae","Euonymus",38.47083334,140.09375,"Pleistocene"
"1104","Fagaceae","Fagus",38.47083334,140.09375,"Pleistocene"
"1105","Oleaceae","Fraxinus",38.47083334,140.09375,"Pleistocene"
"1106","Hydrangeaceae","Hydrangea",38.47083334,140.09375,"Pleistocene"
"1107","Aquifoliaceae","Ilex",38.47083334,140.09375,"Pleistocene"
"1108","Juglandaceae","Juglans",38.47083334,140.09375,"Pleistocene"
"1109","Lythraceae","Lagerstroemia",38.47083334,140.09375,"Pleistocene"
"1110","Oleaceae","Ligustrum",38.47083334,140.09375,"Pleistocene"
"1111","Altingiaceae","Liquidambar",38.47083334,140.09375,"Pleistocene"
"1112","Caprifoliaceae","Lonicera",38.47083334,140.09375,"Pleistocene"
"1113","Magnoliaceae","Magnolia",38.47083334,140.09375,"Pleistocene"
"1114","Myricaceae","Myrica",38.47083334,140.09375,"Pleistocene"
"1115","Cornaceae","Nyssa",38.47083334,140.09375,"Pleistocene"
"1116","Vitaceae","Parthenocissus",38.47083334,140.09375,"Pleistocene"
"1117","Rutaceae","Phellodendron",38.47083334,140.09375,"Pleistocene"
"1118","Polygonaceae","Polygonum",38.47083334,140.09375,"Pleistocene"
"1119","Juglandaceae","Pterocarya",38.47083334,140.09375,"Pleistocene"
"1120","Fagaceae","Quercus",38.47083334,140.09375,"Pleistocene"
"1121","Anacardiaceae","Rhus",38.47083334,140.09375,"Pleistocene"
"1122","Salicaceae","Salix",38.47083334,140.09375,"Pleistocene"
"1123","Euphorbiaceae","Sapium",38.47083334,140.09375,"Pleistocene"
"1124","Symplocaceae","Symplocos",38.47083334,140.09375,"Pleistocene"
"1125","Malvaceae","Tilia",38.47083334,140.09375,"Pleistocene"
"1126","Ulmaceae","Ulmus",38.47083334,140.09375,"Pleistocene"
"1127","Caprifoliaceae","Weigela",38.47083334,140.09375,"Pleistocene"
"1128","Ulmaceae","Zelkova",38.47083334,140.09375,"Pleistocene"
"1129","Fagaceae","Fagus",38.711802,140.698063,"Holocene"
"1130","Fagaceae","Quercus",38.711802,140.698063,"Holocene"
"1131","Betulaceae","Betula",38.711802,140.698063,"Holocene"
"1132","Betulaceae","Carpinus",38.711802,140.698063,"Holocene"
"1133","Juglandaceae","Pterocarya",38.711802,140.698063,"Holocene"
"1134","Ulmaceae","Ulmus",38.711802,140.698063,"Holocene"
"1135","Oleaceae","Fraxinus",38.711802,140.698063,"Holocene"
"1136","Betulaceae","Corylus",38.711802,140.698063,"Holocene"
"1137","Anacardiaceae","Rhus",38.711802,140.698063,"Holocene"
"1138","Sapindaceae","Acer",38.711802,140.698063,"Holocene"
"1139","Aquifoliaceae","Ilex",38.711802,140.698063,"Holocene"
"1140","Betulaceae","Alnus",38.711802,140.698063,"Holocene"
"1141","Compositae","Artemisia",38.711802,140.698063,"Holocene"
"1142","Haloragaceae","Haloragis",38.711802,140.698063,"Holocene"
"1143","Salicaceae","Salix",38.83,141.15,"Holocene"
"1144","Fagaceae","Fagus",39.35,140.0555556,"Holocene"
"1145","Fagaceae","Quercus",39.35,140.0555556,"Holocene"
"1146","Betulaceae","Carpinus",39.35,140.0555556,"Holocene"
"1147","Sapindaceae","Acer",39.35,140.0555556,"Holocene"
"1148","Sapindaceae","Aesculus",39.35,140.0555556,"Holocene"
"1149","Betulaceae","Betula",39.35,140.0555556,"Holocene"
"1150","Betulaceae","Corylus",39.35,140.0555556,"Holocene"
"1151","Oleaceae","Fraxinus",39.35,140.0555556,"Holocene"
"1152","Malvaceae","Tilia",39.35,140.0555556,"Holocene"
"1153","Caprifoliaceae","Weigela",39.35,140.0555556,"Holocene"
"1154","Betulaceae","Alnus",39.35,140.0555556,"Holocene"
"1155","Lythraceae","Lythrum",39.35,140.0555556,"Holocene"
"1156","Aquifoliaceae","Ilex",39.35,140.0555556,"Holocene"
"1157","Compositae","Artemisia",39.35,140.0555556,"Holocene"
"1158","Polygonaceae","Polygonum",39.35,140.0555556,"Holocene"
"1159","Symplocaceae","Symplocos",39.35,140.0555556,"Holocene"
"1160","Compositae","Artemisia",39.60416667,141.36875,"Pleistocene"
"1161","Betulaceae","Betula",39.60416667,141.36875,"Pleistocene"
"1162","Betulaceae","Betula",39.60416667,141.36875,"Pleistocene"
"1163","Betulaceae","Carpinus",39.60416667,141.36875,"Pleistocene"
"1164","Betulaceae","Corylus",39.60416667,141.36875,"Pleistocene"
"1165","Fagaceae","Fagus",39.60416667,141.36875,"Pleistocene"
"1166","Oleaceae","Fraxinus",39.60416667,141.36875,"Pleistocene"
"1167","Aquifoliaceae","Ilex",39.60416667,141.36875,"Pleistocene"
"1168","Juglandaceae","Juglans",39.60416667,141.36875,"Pleistocene"
"1169","Juglandaceae","Juglans",39.60416667,141.36875,"Pleistocene"
"1170","Juglandaceae","Pterocarya",39.60416667,141.36875,"Pleistocene"
"1171","Fagaceae","Quercus",39.60416667,141.36875,"Pleistocene"
"1172","Fagaceae","Quercus",39.60416667,141.36875,"Pleistocene"
"1173","Ulmaceae","Ulmus",39.60416667,141.36875,"Pleistocene"
"1174","Ulmaceae","Ulmus",39.60416667,141.36875,"Pleistocene"
"1175","Ulmaceae","Zelkova",39.60416667,141.36875,"Pleistocene"
"1176","Symplocaceae","Symplocos",39.75,140.78,"Holocene"
"1177","Theaceae","Camellia",39.77,140.8,"Holocene"
"1178","Sapindaceae","Acer",39.86666667,140.85,"Holocene"
"1179","Sapindaceae","Aesculus",39.86666667,140.85,"Holocene"
"1180","Betulaceae","Alnus",39.86666667,140.85,"Holocene"
"1181","Compositae","Artemisia",39.86666667,140.85,"Holocene"
"1182","Betulaceae","Betula",39.86666667,140.85,"Holocene"
"1183","Polygonaceae","Polygonum",39.86666667,140.85,"Holocene"
"1184","Betulaceae","Carpinus",39.86666667,140.85,"Holocene"
"1185","Fagaceae","Castanea",39.86666667,140.85,"Holocene"
"1186","Cannabaceae","Celtis",39.86666667,140.85,"Holocene"
"1187","Cercidiphyllaceae","Cercidiphyllum",39.86666667,140.85,"Holocene"
"1188","Ranunculaceae","Clematis",39.86666667,140.85,"Holocene"
"1189","Betulaceae","Corylus",39.86666667,140.85,"Holocene"
"1190","Fagaceae","Fagus",39.86666667,140.85,"Holocene"
"1191","Oleaceae","Fraxinus",39.86666667,140.85,"Holocene"
"1192","Aquifoliaceae","Ilex",39.86666667,140.85,"Holocene"
"1193","Juglandaceae","Juglans",39.86666667,140.85,"Holocene"
"1194","Oleaceae","Ligustrum",39.86666667,140.85,"Holocene"
"1195","Caprifoliaceae","Lonicera",39.86666667,140.85,"Holocene"
"1196","Euphorbiaceae","Mallotus",39.86666667,140.85,"Holocene"
"1197","Rutaceae","Phellodendron",39.86666667,140.85,"Holocene"
"1198","Juglandaceae","Platycarya",39.86666667,140.85,"Holocene"
"1199","Rosaceae","Prunus",39.86666667,140.85,"Holocene"
"1200","Juglandaceae","Pterocarya",39.86666667,140.85,"Holocene"
"1201","Fagaceae","Quercus",39.86666667,140.85,"Holocene"
"1202","Anacardiaceae","Rhus",39.86666667,140.85,"Holocene"
"1203","Salicaceae","Salix",39.86666667,140.85,"Holocene"
"1204","Rosaceae","Sorbus",39.86666667,140.85,"Holocene"
"1205","Symplocaceae","Symplocos",39.86666667,140.85,"Holocene"
"1206","Malvaceae","Tilia",39.86666667,140.85,"Holocene"
"1207","Ulmaceae","Ulmus",39.86666667,140.85,"Holocene"
"1208","Adoxaceae","Viburnum",39.86666667,140.85,"Holocene"
"1209","Vitaceae","Vitis",39.86666667,140.85,"Holocene"
"1210","Ulmaceae","Zelkova",39.86666667,140.85,"Holocene"
"1211","Malvaceae","Tilia",39.93,140.9,"Holocene"
"1212","Sapindaceae","Acer",39.95,140.8666667,"Holocene"
"1213","Sapindaceae","Aesculus",39.95,140.8666667,"Holocene"
"1214","Betulaceae","Alnus",39.95,140.8666667,"Holocene"
"1215","Compositae","Artemisia",39.95,140.8666667,"Holocene"
"1216","Betulaceae","Betula",39.95,140.8666667,"Holocene"
"1217","Betulaceae","Carpinus",39.95,140.8666667,"Holocene"
"1218","Fagaceae","Castanea",39.95,140.8666667,"Holocene"
"1219","Cannabaceae","Celtis",39.95,140.8666667,"Holocene"
"1220","Ranunculaceae","Clematis",39.95,140.8666667,"Holocene"
"1221","Clethraceae","Clethra",39.95,140.8666667,"Holocene"
"1222","Betulaceae","Corylus",39.95,140.8666667,"Holocene"
"1223","Fagaceae","Fagus",39.95,140.8666667,"Holocene"
"1224","Oleaceae","Fraxinus",39.95,140.8666667,"Holocene"
"1225","Aquifoliaceae","Ilex",39.95,140.8666667,"Holocene"
"1226","Juglandaceae","Juglans",39.95,140.8666667,"Holocene"
"1227","Myricaceae","Myrica",39.95,140.8666667,"Holocene"
"1228","Rutaceae","Phellodendron",39.95,140.8666667,"Holocene"
"1229","Rosaceae","Prunus",39.95,140.8666667,"Holocene"
"1230","Juglandaceae","Pterocarya",39.95,140.8666667,"Holocene"
"1231","Fagaceae","Quercus",39.95,140.8666667,"Holocene"
"1232","Anacardiaceae","Rhus",39.95,140.8666667,"Holocene"
"1233","Salicaceae","Salix",39.95,140.8666667,"Holocene"
"1234","Symplocaceae","Symplocos",39.95,140.8666667,"Holocene"
"1235","Malvaceae","Tilia",39.95,140.8666667,"Holocene"
"1236","Ulmaceae","Ulmus",39.95,140.8666667,"Holocene"
"1237","Fagaceae","Fagus",40.25,140.0333333,"Holocene"
"1238","Fagaceae","Quercus",40.25,140.0333333,"Holocene"
"1239","Sapindaceae","Acer",40.25,140.0333333,"Holocene"
"1240","Betulaceae","Carpinus",40.25,140.0333333,"Holocene"
"1241","Betulaceae","Betula",40.25,140.0333333,"Holocene"
"1242","Caprifoliaceae","Weigela",40.25,140.0333333,"Holocene"
"1243","Aquifoliaceae","Ilex",40.25,140.0333333,"Holocene"
"1244","Betulaceae","Alnus",40.25,140.0333333,"Holocene"
"1245","Compositae","Artemisia",40.25,140.0333333,"Holocene"
"1246","Polygonaceae","Polygonum",40.25,140.0333333,"Holocene"
"1247","Sapindaceae","Aesculus",40.25,140.0333333,"Holocene"
"1248","Malvaceae","Tilia",40.25,140.0333333,"Holocene"
"1249","Lythraceae","Lythrum",40.25,140.0333333,"Holocene"
"1250","Sapindaceae","Acer",40.61666667,140.9,"Holocene"
"1251","Sapindaceae","Aesculus",40.61666667,140.9,"Holocene"
"1252","Betulaceae","Alnus",40.61666667,140.9,"Holocene"
"1253","Compositae","Artemisia",40.61666667,140.9,"Holocene"
"1254","Betulaceae","Betula",40.61666667,140.9,"Holocene"
"1255","Betulaceae","Carpinus",40.61666667,140.9,"Holocene"
"1256","Fagaceae","Castanea",40.61666667,140.9,"Holocene"
"1257","Ranunculaceae","Clematis",40.61666667,140.9,"Holocene"
"1258","Cornaceae","Cornus",40.61666667,140.9,"Holocene"
"1259","Betulaceae","Corylus",40.61666667,140.9,"Holocene"
"1260","Fagaceae","Fagus",40.61666667,140.9,"Holocene"
"1261","Oleaceae","Fraxinus",40.61666667,140.9,"Holocene"
"1262","Aquifoliaceae","Ilex",40.61666667,140.9,"Holocene"
"1263","Juglandaceae","Juglans",40.61666667,140.9,"Holocene"
"1264","Oleaceae","Ligustrum",40.61666667,140.9,"Holocene"
"1265","Myricaceae","Myrica",40.61666667,140.9,"Holocene"
"1266","Rutaceae","Phellodendron",40.61666667,140.9,"Holocene"
"1267","Rosaceae","Prunus",40.61666667,140.9,"Holocene"
"1268","Juglandaceae","Pterocarya",40.61666667,140.9,"Holocene"
"1269","Fagaceae","Quercus",40.61666667,140.9,"Holocene"
"1270","Anacardiaceae","Rhus",40.61666667,140.9,"Holocene"
"1271","Salicaceae","Salix",40.61666667,140.9,"Holocene"
"1272","Rutaceae","Skimmia",40.61666667,140.9,"Holocene"
"1273","Rosaceae","Sorbus",40.61666667,140.9,"Holocene"
"1274","Symplocaceae","Symplocos",40.61666667,140.9,"Holocene"
"1275","Malvaceae","Tilia",40.61666667,140.9,"Holocene"
"1276","Ulmaceae","Ulmus",40.61666667,140.9,"Holocene"
"1277","Adoxaceae","Viburnum",40.61666667,140.9,"Holocene"
"1278","Vitaceae","Vitis",40.61666667,140.9,"Holocene"
"1279","Caprifoliaceae","Weigela",40.61666667,140.9,"Holocene"
"1280","Fagaceae","Fagus",40.633008,140.928122,"Holocene"
"1281","Fagaceae","Quercus",40.633008,140.928122,"Holocene"
"1282","Salicaceae","Salix",40.633008,140.928122,"Holocene"
"1283","Juglandaceae","Pterocarya",40.633008,140.928122,"Holocene"
"1284","Juglandaceae","Juglans",40.633008,140.928122,"Holocene"
"1285","Betulaceae","Corylus",40.633008,140.928122,"Holocene"
"1286","Betulaceae","Betula",40.633008,140.928122,"Holocene"
"1287","Betulaceae","Alnus",40.633008,140.928122,"Holocene"
"1288","Malvaceae","Tilia",40.633008,140.928122,"Holocene"
"1289","Rutaceae","Phellodendron",40.633008,140.928122,"Holocene"
"1290","Aquifoliaceae","Ilex",40.633008,140.928122,"Holocene"
"1291","Sapindaceae","Acer",40.633008,140.928122,"Holocene"
"1292","Sapindaceae","Aesculus",40.633008,140.928122,"Holocene"
"1293","Oleaceae","Ligustrum",40.633008,140.928122,"Holocene"
"1294","Oleaceae","Fraxinus",40.633008,140.928122,"Holocene"
"1295","Caprifoliaceae","Weigela",40.633008,140.928122,"Holocene"
"1296","Compositae","Artemisia",40.633008,140.928122,"Holocene"
"1297","Fagaceae","Fagus",40.633056,140.92662,"Holocene"
"1298","Fagaceae","Quercus",40.633056,140.92662,"Holocene"
"1299","Juglandaceae","Pterocarya",40.633056,140.92662,"Holocene"
"1300","Juglandaceae","Juglans",40.633056,140.92662,"Holocene"
"1301","Betulaceae","Corylus",40.633056,140.92662,"Holocene"
"1302","Betulaceae","Betula",40.633056,140.92662,"Holocene"
"1303","Betulaceae","Alnus",40.633056,140.92662,"Holocene"
"1304","Malvaceae","Tilia",40.633056,140.92662,"Holocene"
"1305","Rutaceae","Phellodendron",40.633056,140.92662,"Holocene"
"1306","Aquifoliaceae","Ilex",40.633056,140.92662,"Holocene"
"1307","Sapindaceae","Acer",40.633056,140.92662,"Holocene"
"1308","Sapindaceae","Aesculus",40.633056,140.92662,"Holocene"
"1309","Rhamnaceae","Paliurus",40.633056,140.92662,"Holocene"
"1310","Symplocaceae","Symplocos",40.633056,140.92662,"Holocene"
"1311","Oleaceae","Ligustrum",40.633056,140.92662,"Holocene"
"1312","Oleaceae","Fraxinus",40.633056,140.92662,"Holocene"
