"","davis_family","genus","lat","lon","Geological.period"
"1313","Polygonaceae","Polygonum",40.633056,140.92662,"Holocene"
"1314","Compositae","Artemisia",40.633056,140.92662,"Holocene"
"1315","Fagaceae","Fagus",40.633789,140.926899,"Holocene"
"1316","Fagaceae","Quercus",40.633789,140.926899,"Holocene"
"1317","Salicaceae","Salix",40.633789,140.926899,"Holocene"
"1318","Myricaceae","Myrica",40.633789,140.926899,"Holocene"
"1319","Juglandaceae","Pterocarya",40.633789,140.926899,"Holocene"
"1320","Juglandaceae","Juglans",40.633789,140.926899,"Holocene"
"1321","Betulaceae","Corylus",40.633789,140.926899,"Holocene"
"1322","Betulaceae","Betula",40.633789,140.926899,"Holocene"
"1323","Rutaceae","Skimmia",40.633789,140.926899,"Holocene"
"1324","Juglandaceae","Platycarya",40.633789,140.926899,"Holocene"
"1325","Betulaceae","Alnus",40.633789,140.926899,"Holocene"
"1326","Cornaceae","Cornus",40.633789,140.926899,"Holocene"
"1327","Caprifoliaceae","Lonicera",40.633789,140.926899,"Holocene"
"1328","Malvaceae","Tilia",40.633789,140.926899,"Holocene"
"1329","Rutaceae","Phellodendron",40.633789,140.926899,"Holocene"
"1330","Aquifoliaceae","Ilex",40.633789,140.926899,"Holocene"
"1331","Sapindaceae","Acer",40.633789,140.926899,"Holocene"
"1332","Sapindaceae","Aesculus",40.633789,140.926899,"Holocene"
"1333","Rhamnaceae","Paliurus",40.633789,140.926899,"Holocene"
"1334","Symplocaceae","Symplocos",40.633789,140.926899,"Holocene"
"1335","Oleaceae","Ligustrum",40.633789,140.926899,"Holocene"
"1336","Oleaceae","Fraxinus",40.633789,140.926899,"Holocene"
"1337","Caprifoliaceae","Weigela",40.633789,140.926899,"Holocene"
"1338","Polygonaceae","Polygonum",40.633789,140.926899,"Holocene"
"1339","Compositae","Artemisia",40.633789,140.926899,"Holocene"
"1340","Fagaceae","Quercus",40.634897,140.926491,"Last glacial period"
"1341","Salicaceae","Salix",40.634897,140.926491,"Last glacial period"
"1342","Juglandaceae","Juglans",40.634897,140.926491,"Last glacial period"
"1343","Betulaceae","Corylus",40.634897,140.926491,"Last glacial period"
"1344","Betulaceae","Betula",40.634897,140.926491,"Last glacial period"
"1345","Betulaceae","Alnus",40.634897,140.926491,"Last glacial period"
"1346","Caprifoliaceae","Lonicera",40.634897,140.926491,"Last glacial period"
"1347","Malvaceae","Tilia",40.634897,140.926491,"Last glacial period"
"1348","Sapindaceae","Acer",40.634897,140.926491,"Last glacial period"
"1349","Compositae","Artemisia",40.634897,140.926491,"Last glacial period"
"1350","Salicaceae","Salix",40.647304,140.851636,"Last glacial period"
"1351","Juglandaceae","Pterocarya",40.647304,140.851636,"Last glacial period"
"1352","Betulaceae","Corylus",40.647304,140.851636,"Last glacial period"
"1353","Betulaceae","Betula",40.647304,140.851636,"Last glacial period"
"1354","Betulaceae","Alnus",40.647304,140.851636,"Last glacial period"
"1355","Fagaceae","Quercus",40.647304,140.851636,"Last glacial period"
"1356","Caprifoliaceae","Abelia",40.647304,140.851636,"Last glacial period"
"1357","Polygonaceae","Polygonum",40.647304,140.851636,"Last glacial period"
"1358","Rosaceae","Potentilla",40.647304,140.851636,"Last glacial period"
"1359","Compositae","Artemisia",40.647304,140.851636,"Last glacial period"
"1360","Salicaceae","Salix",40.665535,140.863481,"Holocene"
"1361","Juglandaceae","Platycarya",40.665535,140.863481,"Holocene"
"1362","Betulaceae","Betula",40.665535,140.863481,"Holocene"
"1363","Betulaceae","Corylus",40.665535,140.863481,"Holocene"
"1364","Betulaceae","Alnus",40.665535,140.863481,"Holocene"
"1365","Fagaceae","Quercus",40.665535,140.863481,"Holocene"
"1366","Rutaceae","Phellodendron",40.665535,140.863481,"Holocene"
"1367","Rutaceae","Skimmia",40.665535,140.863481,"Holocene"
"1368","Anacardiaceae","Rhus",40.665535,140.863481,"Holocene"
"1369","Aquifoliaceae","Ilex",40.665535,140.863481,"Holocene"
"1370","Sapindaceae","Acer",40.665535,140.863481,"Holocene"
"1371","Sapindaceae","Aesculus",40.665535,140.863481,"Holocene"
"1372","Rhamnaceae","Paliurus",40.665535,140.863481,"Holocene"
"1373","Malvaceae","Tilia",40.665535,140.863481,"Holocene"
"1374","Oleaceae","Ligustrum",40.665535,140.863481,"Holocene"
"1375","Symplocaceae","Symplocos",40.665535,140.863481,"Holocene"
"1376","Oleaceae","Fraxinus",40.665535,140.863481,"Holocene"
"1377","Caprifoliaceae","Weigela",40.665535,140.863481,"Holocene"
"1378","Polygonaceae","Polygonum",40.665535,140.863481,"Holocene"
"1379","Compositae","Artemisia",40.665535,140.863481,"Holocene"
"1380","Juglandaceae","Platycarya",40.696421,140.919721,"Holocene"
"1381","Rutaceae","Skimmia",40.696421,140.919721,"Holocene"
"1382","Symplocaceae","Symplocos",40.696421,140.919721,"Holocene"
"1383","Myricaceae","Myrica",40.696421,140.919721,"Holocene"
"1384","Salicaceae","Salix",40.696421,140.919721,"Holocene"
"1385","Juglandaceae","Pterocarya",40.696421,140.919721,"Holocene"
"1386","Juglandaceae","Juglans",40.696421,140.919721,"Holocene"
"1387","Betulaceae","Alnus",40.696421,140.919721,"Holocene"
"1388","Betulaceae","Corylus",40.696421,140.919721,"Holocene"
"1389","Betulaceae","Betula",40.696421,140.919721,"Holocene"
"1390","Fagaceae","Fagus",40.696421,140.919721,"Holocene"
"1391","Fagaceae","Quercus",40.696421,140.919721,"Holocene"
"1392","Cercidiphyllaceae","Cercidiphyllum",40.696421,140.919721,"Holocene"
"1393","Rutaceae","Phellodendron",40.696421,140.919721,"Holocene"
"1394","Anacardiaceae","Rhus",40.696421,140.919721,"Holocene"
"1395","Aquifoliaceae","Ilex",40.696421,140.919721,"Holocene"
"1396","Sapindaceae","Acer",40.696421,140.919721,"Holocene"
"1397","Sapindaceae","Aesculus",40.696421,140.919721,"Holocene"
"1398","Rhamnaceae","Paliurus",40.696421,140.919721,"Holocene"
"1399","Malvaceae","Tilia",40.696421,140.919721,"Holocene"
"1400","Oleaceae","Ligustrum",40.696421,140.919721,"Holocene"
"1401","Oleaceae","Fraxinus",40.696421,140.919721,"Holocene"
"1402","Polygonaceae","Polygonum",40.696421,140.919721,"Holocene"
"1403","Compositae","Artemisia",40.696421,140.919721,"Holocene"
"1404","Rutaceae","Skimmia",40.696421,140.919721,"Last glacial period"
"1405","Myricaceae","Myrica",40.696421,140.919721,"Last glacial period"
"1406","Salicaceae","Salix",40.696421,140.919721,"Last glacial period"
"1407","Juglandaceae","Pterocarya",40.696421,140.919721,"Last glacial period"
"1408","Betulaceae","Alnus",40.696421,140.919721,"Last glacial period"
"1409","Betulaceae","Corylus",40.696421,140.919721,"Last glacial period"
"1410","Betulaceae","Betula",40.696421,140.919721,"Last glacial period"
"1411","Fagaceae","Fagus",40.696421,140.919721,"Last glacial period"
"1412","Fagaceae","Quercus",40.696421,140.919721,"Last glacial period"
"1413","Caprifoliaceae","Lonicera",40.696421,140.919721,"Last glacial period"
"1414","Cercidiphyllaceae","Cercidiphyllum",40.696421,140.919721,"Last glacial period"
"1415","Rutaceae","Phellodendron",40.696421,140.919721,"Last glacial period"
"1416","Anacardiaceae","Rhus",40.696421,140.919721,"Last glacial period"
"1417","Aquifoliaceae","Ilex",40.696421,140.919721,"Last glacial period"
"1418","Sapindaceae","Acer",40.696421,140.919721,"Last glacial period"
"1419","Rhamnaceae","Paliurus",40.696421,140.919721,"Last glacial period"
"1420","Malvaceae","Tilia",40.696421,140.919721,"Last glacial period"
"1421","Oleaceae","Ligustrum",40.696421,140.919721,"Last glacial period"
"1422","Oleaceae","Fraxinus",40.696421,140.919721,"Last glacial period"
"1423","Compositae","Artemisia",40.696421,140.919721,"Last glacial period"
"1424","Salicaceae","Salix",41,140.766667,"Holocene"
"1425","Myricaceae","Myrica",41,140.766667,"Holocene"
"1426","Juglandaceae","Platycarya",41,140.766667,"Holocene"
"1427","Juglandaceae","Pterocarya",41,140.766667,"Holocene"
"1428","Juglandaceae","Juglans",41,140.766667,"Holocene"
"1429","Betulaceae","Carpinus",41,140.766667,"Holocene"
"1430","Betulaceae","Corylus",41,140.766667,"Holocene"
"1431","Betulaceae","Betula",41,140.766667,"Holocene"
"1432","Betulaceae","Alnus",41,140.766667,"Holocene"
"1433","Fagaceae","Fagus",41,140.766667,"Holocene"
"1434","Fagaceae","Quercus",41,140.766667,"Holocene"
"1435","Fagaceae","Castanea",41,140.766667,"Holocene"
"1436","Fagaceae","Castanopsis",41,140.766667,"Holocene"
"1437","Ulmaceae","Ulmus",41,140.766667,"Holocene"
"1438","Cannabaceae","Celtis",41,140.766667,"Holocene"
"1439","Cercidiphyllaceae","Cercidiphyllum",41,140.766667,"Holocene"
"1440","Rosaceae","Prunus",41,140.766667,"Holocene"
"1441","Rutaceae","Phellodendron",41,140.766667,"Holocene"
"1442","Daphniphyllaceae","Daphniphyllum",41,140.766667,"Holocene"
"1443","Anacardiaceae","Rhus",41,140.766667,"Holocene"
"1444","Aquifoliaceae","Ilex",41,140.766667,"Holocene"
"1445","Sapindaceae","Acer",41,140.766667,"Holocene"
"1446","Sapindaceae","Aesculus",41,140.766667,"Holocene"
"1447","Rhamnaceae","Paliurus",41,140.766667,"Holocene"
"1448","Vitaceae","Vitis",41,140.766667,"Holocene"
"1449","Malvaceae","Tilia",41,140.766667,"Holocene"
"1450","Cornaceae","Cornus",41,140.766667,"Holocene"
"1451","Styracaceae","Styrax",41,140.766667,"Holocene"
"1452","Oleaceae","Fraxinus",41,140.766667,"Holocene"
"1453","Adoxaceae","Viburnum",41,140.766667,"Holocene"
"1454","Polygonaceae","Polygonum",41,140.766667,"Holocene"
"1455","Compositae","Artemisia",41,140.766667,"Holocene"
"1456","Malvaceae","Tilia",41.024204,140.371574,"Pleistocene"
"1457","Betulaceae","Carpinus",41.024204,140.371574,"Pleistocene"
"1458","Betulaceae","Corylus",41.024204,140.371574,"Pleistocene"
"1459","Betulaceae","Betula",41.024204,140.371574,"Pleistocene"
"1460","Betulaceae","Alnus",41.024204,140.371574,"Pleistocene"
"1461","Fagaceae","Quercus",41.024204,140.371574,"Pleistocene"
"1462","Fagaceae","Fagus",41.024204,140.371574,"Pleistocene"
"1463","Ulmaceae","Ulmus",41.024204,140.371574,"Pleistocene"
"1464","Aquifoliaceae","Ilex",41.024204,140.371574,"Pleistocene"
"1465","Sapindaceae","Acer",41.024204,140.371574,"Pleistocene"
"1466","Juglandaceae","Juglans",41.024204,140.371574,"Pleistocene"
"1467","Fagaceae","Castanea",41.024204,140.371574,"Pleistocene"
"1468","Salicaceae","Salix",41.024204,140.371574,"Pleistocene"
"1469","Anacardiaceae","Rhus",41.024204,140.371574,"Pleistocene"
"1470","Fagaceae","Fagus",41.971743,140.678236,"Last glacial period"
"1471","Fagaceae","Quercus",41.971743,140.678236,"Last glacial period"
"1472","Betulaceae","Betula",41.971743,140.678236,"Last glacial period"
"1473","Betulaceae","Carpinus",41.971743,140.678236,"Last glacial period"
"1474","Oleaceae","Fraxinus",41.971743,140.678236,"Last glacial period"
"1475","Ulmaceae","Ulmus",41.971743,140.678236,"Last glacial period"
"1476","Juglandaceae","Pterocarya",41.971743,140.678236,"Last glacial period"
"1477","Salicaceae","Salix",41.971743,140.678236,"Last glacial period"
"1478","Aquifoliaceae","Ilex",41.971743,140.678236,"Last glacial period"
"1479","Compositae","Artemisia",41.971743,140.678236,"Last glacial period"
"1480","Betulaceae","Alnus",41.971743,140.678236,"Last glacial period"
"1481","Sapindaceae","Acer",42.28417,140.25944,"Holocene"
"1482","Sapindaceae","Aesculus",42.28417,140.25944,"Holocene"
"1483","Betulaceae","Alnus",42.28417,140.25944,"Holocene"
"1484","Betulaceae","Betula",42.28417,140.25944,"Holocene"
"1485","Betulaceae","Corylus",42.28417,140.25944,"Holocene"
"1486","Fagaceae","Fagus",42.28417,140.25944,"Holocene"
"1487","Oleaceae","Fraxinus",42.28417,140.25944,"Holocene"
"1488","Aquifoliaceae","Ilex",42.28417,140.25944,"Holocene"
"1489","Myricaceae","Myrica",42.28417,140.25944,"Holocene"
"1490","Fagaceae","Quercus",42.28417,140.25944,"Holocene"
"1491","Anacardiaceae","Rhus",42.28417,140.25944,"Holocene"
"1492","Salicaceae","Salix",42.28417,140.25944,"Holocene"
"1493","Malvaceae","Tilia",42.28417,140.25944,"Holocene"
"1494","Ulmaceae","Ulmus",42.28417,140.25944,"Holocene"
"1495","Adoxaceae","Viburnum",42.28417,140.25944,"Holocene"
"1496","Betulaceae","Alnus",42.49154,140.817284,"Last glacial period"
"1497","Fagaceae","Fagus",42.694359,141.716187,"Holocene"
"1498","Fagaceae","Quercus",42.694359,141.716187,"Holocene"
"1499","Betulaceae","Betula",42.694359,141.716187,"Holocene"
"1500","Betulaceae","Carpinus",42.694359,141.716187,"Holocene"
"1501","Oleaceae","Fraxinus",42.694359,141.716187,"Holocene"
"1502","Juglandaceae","Pterocarya",42.694359,141.716187,"Holocene"
"1503","Ulmaceae","Ulmus",42.694359,141.716187,"Holocene"
"1504","Compositae","Artemisia",42.694359,141.716187,"Holocene"
"1505","Betulaceae","Alnus",42.694359,141.716187,"Holocene"
"1506","Betulaceae","Betula",42.80559,141.537384,"Pleistocene"
"1507","Sapindaceae","Acer",42.93333333,141.05,"Holocene"
"1508","Sapindaceae","Aesculus",42.93333333,141.05,"Holocene"
"1509","Betulaceae","Alnus",42.93333333,141.05,"Holocene"
"1510","Compositae","Artemisia",42.93333333,141.05,"Holocene"
"1511","Betulaceae","Betula",42.93333333,141.05,"Holocene"
"1512","Betulaceae","Carpinus",42.93333333,141.05,"Holocene"
"1513","Fagaceae","Castanea",42.93333333,141.05,"Holocene"
"1514","Cannabaceae","Celtis",42.93333333,141.05,"Holocene"
"1515","Cercidiphyllaceae","Cercidiphyllum",42.93333333,141.05,"Holocene"
"1516","Ranunculaceae","Clematis",42.93333333,141.05,"Holocene"
"1517","Betulaceae","Corylus",42.93333333,141.05,"Holocene"
"1518","Fagaceae","Fagus",42.93333333,141.05,"Holocene"
"1519","Oleaceae","Fraxinus",42.93333333,141.05,"Holocene"
"1520","Aquifoliaceae","Ilex",42.93333333,141.05,"Holocene"
"1521","Juglandaceae","Juglans",42.93333333,141.05,"Holocene"
"1522","Myricaceae","Myrica",42.93333333,141.05,"Holocene"
"1523","Rutaceae","Phellodendron",42.93333333,141.05,"Holocene"
"1524","Rosaceae","Prunus",42.93333333,141.05,"Holocene"
"1525","Juglandaceae","Pterocarya",42.93333333,141.05,"Holocene"
"1526","Fagaceae","Quercus",42.93333333,141.05,"Holocene"
"1527","Anacardiaceae","Rhus",42.93333333,141.05,"Holocene"
"1528","Salicaceae","Salix",42.93333333,141.05,"Holocene"
"1529","Malvaceae","Tilia",42.93333333,141.05,"Holocene"
"1530","Ulmaceae","Ulmus",42.93333333,141.05,"Holocene"
"1531","Vitaceae","Vitis",42.93333333,141.05,"Holocene"
"1532","Caprifoliaceae","Weigela",42.93333333,141.05,"Holocene"
"1533","Betulaceae","Corylus",42.953062,141.548644,"Last glacial period"
"1534","Betulaceae","Betula",42.953062,141.548644,"Last glacial period"
"1535","Betulaceae","Alnus",42.953062,141.548644,"Last glacial period"
"1536","Sapindaceae","Acer",42.953062,141.548644,"Last glacial period"
"1537","Compositae","Artemisia",42.953062,141.548644,"Last glacial period"
"1538","Caprifoliaceae","Lonicera",42.953062,141.548644,"Last glacial period"
"1539","Fagaceae","Fagus",43.087231,141.307035,"Last glacial period"
"1540","Juglandaceae","Juglans",43.087231,141.307035,"Last glacial period"
"1541","Ulmaceae","Ulmus",43.087231,141.307035,"Last glacial period"
"1542","Fagaceae","Quercus",43.087231,141.307035,"Last glacial period"
"1543","Aquifoliaceae","Ilex",43.087231,141.307035,"Last glacial period"
"1544","Betulaceae","Betula",43.087231,141.307035,"Last glacial period"
"1545","Betulaceae","Corylus",43.087231,141.307035,"Last glacial period"
"1546","Sapindaceae","Acer",43.087231,141.307035,"Last glacial period"
"1547","Salicaceae","Salix",43.087231,141.307035,"Last glacial period"
"1548","Oleaceae","Ligustrum",43.087231,141.307035,"Last glacial period"
"1549","Oleaceae","Fraxinus",43.087231,141.307035,"Last glacial period"
"1550","Betulaceae","Carpinus",43.087231,141.307035,"Last glacial period"
"1551","Betulaceae","Ostrya",43.087231,141.307035,"Last glacial period"
"1552","Betulaceae","Alnus",43.087231,141.307035,"Last glacial period"
"1553","Compositae","Artemisia",43.087231,141.307035,"Last glacial period"
"1554","Polygonaceae","Polygonum",43.087231,141.307035,"Last glacial period"
"1555","Juglandaceae","Juglans",43.109234,141.387246,"Last glacial period"
"1556","Fagaceae","Quercus",43.109234,141.387246,"Last glacial period"
"1557","Ulmaceae","Ulmus",43.109234,141.387246,"Last glacial period"
"1558","Rutaceae","Phellodendron",43.109234,141.387246,"Last glacial period"
"1559","Betulaceae","Betula",43.109234,141.387246,"Last glacial period"
"1560","Myricaceae","Myrica",43.109234,141.387246,"Last glacial period"
"1561","Salicaceae","Salix",43.109234,141.387246,"Last glacial period"
"1562","Betulaceae","Carpinus",43.109234,141.387246,"Last glacial period"
"1563","Sapindaceae","Acer",43.109234,141.387246,"Last glacial period"
"1564","Betulaceae","Corylus",43.109234,141.387246,"Last glacial period"
"1565","Oleaceae","Fraxinus",43.109234,141.387246,"Last glacial period"
"1566","Fagaceae","Fagus",43.109234,141.387246,"Last glacial period"
"1567","Oleaceae","Ligustrum",43.109234,141.387246,"Last glacial period"
"1568","Malvaceae","Tilia",43.109234,141.387246,"Last glacial period"
"1569","Betulaceae","Ostrya",43.109234,141.387246,"Last glacial period"
"1570","Betulaceae","Alnus",43.109234,141.387246,"Last glacial period"
"1571","Compositae","Artemisia",43.109234,141.387246,"Last glacial period"
"1572","Polygonaceae","Polygonum",43.109234,141.387246,"Last glacial period"
"1573","Sapindaceae","Acer",43.367,142.433,"Holocene"
"1574","Betulaceae","Alnus",43.367,142.433,"Holocene"
"1575","Compositae","Artemisia",43.367,142.433,"Holocene"
"1576","Betulaceae","Betula",43.367,142.433,"Holocene"
"1577","Betulaceae","Corylus",43.367,142.433,"Holocene"
"1578","Oleaceae","Fraxinus",43.367,142.433,"Holocene"
"1579","Aquifoliaceae","Ilex",43.367,142.433,"Holocene"
"1580","Caprifoliaceae","Lonicera",43.367,142.433,"Holocene"
"1581","Myricaceae","Myrica",43.367,142.433,"Holocene"
"1582","Fagaceae","Quercus",43.367,142.433,"Holocene"
"1583","Salicaceae","Salix",43.367,142.433,"Holocene"
"1584","Ulmaceae","Ulmus",43.367,142.433,"Holocene"
"1585","Sapindaceae","Acer",43.367,142.433,"Last glacial period"
"1586","Betulaceae","Alnus",43.367,142.433,"Last glacial period"
"1587","Compositae","Artemisia",43.367,142.433,"Last glacial period"
"1588","Betulaceae","Betula",43.367,142.433,"Last glacial period"
"1589","Betulaceae","Corylus",43.367,142.433,"Last glacial period"
"1590","Aquifoliaceae","Ilex",43.367,142.433,"Last glacial period"
"1591","Caprifoliaceae","Lonicera",43.367,142.433,"Last glacial period"
"1592","Myricaceae","Myrica",43.367,142.433,"Last glacial period"
"1593","Fagaceae","Quercus",43.367,142.433,"Last glacial period"
"1594","Anacardiaceae","Rhus",43.367,142.433,"Last glacial period"
"1595","Salicaceae","Salix",43.367,142.433,"Last glacial period"
"1596","Ulmaceae","Ulmus",43.367,142.433,"Last glacial period"
"1597","Ericaceae","Rhododendron",43.37,143.97,"Holocene"
"1598","Fagaceae","Quercus",43.37222222,142.4305556,"Holocene"
"1599","Betulaceae","Betula",43.37222222,142.4305556,"Holocene"
"1600","Juglandaceae","Juglans",43.37222222,142.4305556,"Holocene"
"1601","Ulmaceae","Ulmus",43.37222222,142.4305556,"Holocene"
"1602","Betulaceae","Alnus",43.37222222,142.4305556,"Holocene"
"1603","Myricaceae","Myrica",43.37222222,142.4305556,"Holocene"
"1604","Rosaceae","Prunus",43.37222222,142.4305556,"Holocene"
"1605","Aquifoliaceae","Ilex",43.37222222,142.4305556,"Holocene"
"1606","Hydrangeaceae","Hydrangea",43.37222222,142.4305556,"Holocene"
"1607","Styracaceae","Styrax",43.37222222,142.4305556,"Holocene"
"1608","Salicaceae","Salix",43.37222222,142.4305556,"Holocene"
"1609","Oleaceae","Fraxinus",43.37222222,142.4305556,"Holocene"
"1610","Leguminosae","Maackia",43.37222222,142.4305556,"Holocene"
"1611","Fagaceae","Fagus",43.37222222,142.4305556,"Holocene"
"1612","Haloragaceae","Haloragis",43.37222222,142.4305556,"Holocene"
"1613","Compositae","Artemisia",43.37222222,142.4305556,"Holocene"
"1614","Betulaceae","Carpinus",43.37222222,142.4305556,"Holocene"
"1615","Rutaceae","Phellodendron",43.37222222,142.4305556,"Holocene"
"1616","Fagaceae","Castanea",43.37222222,142.4305556,"Holocene"
"1617","Sapindaceae","Acer",43.37222222,142.4305556,"Holocene"
"1618","Betulaceae","Corylus",43.37222222,142.4305556,"Holocene"
"1619","Fagaceae","Quercus",43.37222222,142.4305556,"Last glacial period"
"1620","Betulaceae","Betula",43.37222222,142.4305556,"Last glacial period"
"1621","Betulaceae","Alnus",43.37222222,142.4305556,"Last glacial period"
"1622","Myricaceae","Myrica",43.37222222,142.4305556,"Last glacial period"
"1623","Ulmaceae","Ulmus",43.37222222,142.4305556,"Last glacial period"
"1624","Juglandaceae","Juglans",43.37222222,142.4305556,"Last glacial period"
"1625","Salicaceae","Salix",43.37222222,142.4305556,"Last glacial period"
"1626","Compositae","Artemisia",43.37222222,142.4305556,"Last glacial period"
"1627","Sapindaceae","Acer",43.37222222,142.4305556,"Last glacial period"
"1628","Anacardiaceae","Rhus",43.37222222,142.4305556,"Last glacial period"
"1629","Polygonaceae","Polygonum",43.37222222,142.4305556,"Last glacial period"
"1630","Betulaceae","Carpinus",43.37222222,142.4305556,"Last glacial period"
"1631","Adoxaceae","Viburnum",43.42,144.13,"Holocene"
"1632","Betulaceae","Alnus",43.4375,142.575,"Pleistocene"
"1633","Betulaceae","Betula",43.4375,142.575,"Pleistocene"
"1634","Fagaceae","Fagus",43.4375,142.575,"Pleistocene"
"1635","Ulmaceae","Zelkova",43.4375,142.575,"Pleistocene"
"1636","Sapindaceae","Acer",43.698215,141.60376,"Holocene"
"1637","Sapindaceae","Aesculus",43.698215,141.60376,"Holocene"
"1638","Betulaceae","Alnus",43.698215,141.60376,"Holocene"
"1639","Compositae","Artemisia",43.698215,141.60376,"Holocene"
"1640","Betulaceae","Betula",43.698215,141.60376,"Holocene"
"1641","Betulaceae","Carpinus",43.698215,141.60376,"Holocene"
"1642","Fagaceae","Castanea",43.698215,141.60376,"Holocene"
"1643","Cercidiphyllaceae","Cercidiphyllum",43.698215,141.60376,"Holocene"
"1644","Ranunculaceae","Clematis",43.698215,141.60376,"Holocene"
"1645","Cornaceae","Cornus",43.698215,141.60376,"Holocene"
"1646","Betulaceae","Corylus",43.698215,141.60376,"Holocene"
"1647","Fagaceae","Fagus",43.698215,141.60376,"Holocene"
"1648","Oleaceae","Fraxinus",43.698215,141.60376,"Holocene"
"1649","Haloragaceae","Haloragis",43.698215,141.60376,"Holocene"
"1650","Juglandaceae","Juglans",43.698215,141.60376,"Holocene"
"1651","Rutaceae","Phellodendron",43.698215,141.60376,"Holocene"
"1652","Juglandaceae","Platycarya",43.698215,141.60376,"Holocene"
"1653","Rosaceae","Potentilla",43.698215,141.60376,"Holocene"
"1654","Rosaceae","Prunus",43.698215,141.60376,"Holocene"
"1655","Juglandaceae","Pterocarya",43.698215,141.60376,"Holocene"
"1656","Fagaceae","Quercus",43.698215,141.60376,"Holocene"
"1657","Salicaceae","Salix",43.698215,141.60376,"Holocene"
"1658","Rosaceae","Sorbus",43.698215,141.60376,"Holocene"
"1659","Styracaceae","Styrax",43.698215,141.60376,"Holocene"
"1660","Malvaceae","Tilia",43.698215,141.60376,"Holocene"
"1661","Ulmaceae","Ulmus",43.698215,141.60376,"Holocene"
"1662","Adoxaceae","Viburnum",43.698215,141.60376,"Holocene"
"1663","Vitaceae","Vitis",43.698215,141.60376,"Holocene"
"1664","Betulaceae","Betula",43.775928,141.961212,"Holocene"
"1665","Fagaceae","Quercus",43.775928,141.961212,"Holocene"
"1666","Ulmaceae","Ulmus",43.775928,141.961212,"Holocene"
"1667","Juglandaceae","Juglans",43.775928,141.961212,"Holocene"
"1668","Betulaceae","Alnus",43.775928,141.961212,"Holocene"
"1669","Myricaceae","Myrica",43.775928,141.961212,"Holocene"
"1670","Aquifoliaceae","Ilex",43.775928,141.961212,"Holocene"
"1671","Compositae","Artemisia",43.775928,141.961212,"Holocene"
"1672","Fagaceae","Fagus",43.775928,141.961212,"Holocene"
"1673","Betulaceae","Carpinus",43.775928,141.961212,"Holocene"
"1674","Cannabaceae","Celtis",43.775928,141.961212,"Holocene"
"1675","Malvaceae","Tilia",43.775928,141.961212,"Holocene"
"1676","Juglandaceae","Pterocarya",43.775928,141.961212,"Holocene"
"1677","Oleaceae","Fraxinus",43.775928,141.961212,"Holocene"
"1678","Symplocaceae","Symplocos",43.775928,141.961212,"Holocene"
"1679","Betulaceae","Corylus",43.775928,141.961212,"Holocene"
"1680","Salicaceae","Salix",43.775928,141.961212,"Holocene"
"1681","Oleaceae","Ligustrum",43.775928,141.961212,"Holocene"
"1682","Betulaceae","Betula",43.775928,141.961212,"Last glacial period"
"1683","Fagaceae","Quercus",43.775928,141.961212,"Last glacial period"
"1684","Ulmaceae","Ulmus",43.775928,141.961212,"Last glacial period"
"1685","Juglandaceae","Juglans",43.775928,141.961212,"Last glacial period"
"1686","Betulaceae","Alnus",43.775928,141.961212,"Last glacial period"
"1687","Myricaceae","Myrica",43.775928,141.961212,"Last glacial period"
"1688","Compositae","Artemisia",43.775928,141.961212,"Last glacial period"
"1689","Fagaceae","Fagus",43.775928,141.961212,"Last glacial period"
"1690","Betulaceae","Carpinus",43.775928,141.961212,"Last glacial period"
"1691","Cannabaceae","Celtis",43.775928,141.961212,"Last glacial period"
"1692","Malvaceae","Tilia",43.775928,141.961212,"Last glacial period"
"1693","Juglandaceae","Pterocarya",43.775928,141.961212,"Last glacial period"
"1694","Oleaceae","Fraxinus",43.775928,141.961212,"Last glacial period"
"1695","Symplocaceae","Symplocos",43.775928,141.961212,"Last glacial period"
"1696","Betulaceae","Corylus",43.775928,141.961212,"Last glacial period"
"1697","Salicaceae","Salix",43.775928,141.961212,"Last glacial period"
"1698","Oleaceae","Ligustrum",43.775928,141.961212,"Last glacial period"
"1699","Fagaceae","Quercus",44.05,142.3833333,"Holocene"
"1700","Betulaceae","Betula",44.05,142.3833333,"Holocene"
"1701","Juglandaceae","Juglans",44.05,142.3833333,"Holocene"
"1702","Ulmaceae","Ulmus",44.05,142.3833333,"Holocene"
"1703","Betulaceae","Corylus",44.05,142.3833333,"Holocene"
"1704","Betulaceae","Carpinus",44.05,142.3833333,"Holocene"
"1705","Sapindaceae","Acer",44.05,142.3833333,"Holocene"
"1706","Oleaceae","Fraxinus",44.05,142.3833333,"Holocene"
"1707","Aquifoliaceae","Ilex",44.05,142.3833333,"Holocene"
"1708","Betulaceae","Alnus",44.05,142.3833333,"Holocene"
"1709","Myricaceae","Myrica",44.05,142.3833333,"Holocene"
"1710","Compositae","Artemisia",44.05,142.3833333,"Holocene"
"1711","Rosaceae","Sorbus",44.05,142.3833333,"Holocene"
"1712","Hydrangeaceae","Hydrangea",44.05,142.3833333,"Holocene"
"1713","Styracaceae","Styrax",44.05,142.3833333,"Holocene"
"1714","Rutaceae","Phellodendron",44.05,142.3833333,"Holocene"
"1715","Cannabaceae","Celtis",44.05,142.3833333,"Holocene"
"1716","Polygonaceae","Polygonum",44.05,142.3833333,"Holocene"
"1717","Sapindaceae","Acer",44.05,142.383,"Holocene"
